author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex
GloraX;https://spb.cian.ru/sale/flat/282487275/;Санкт-Петербург;sale;flat;7;18;2;49.11;13569999;Василеостровский;Морской;Приморская;GloraX Василеостровский
КВС;https://spb.cian.ru/sale/flat/291600690/;Санкт-Петербург;sale;flat;3;4;2;52.2;9500000;Выборгский;Сампсониевское;Выборгская;
GloraX;https://spb.cian.ru/sale/flat/288172007/;Санкт-Петербург;sale;flat;7;14;2;52.05;14039999;Красногвардейский;Малая Охта;Ладожская;GloraX Заневский
МИР КВАРТИР;https://spb.cian.ru/sale/flat/286478517/;Санкт-Петербург;sale;flat;2;8;2;83.0;27990000;Петроградский;Малая Разночинная;Чкаловская;Биография
;https://spb.cian.ru/sale/flat/292476554/;Санкт-Петербург;sale;flat;3;9;2;52.31;14050199;Московский;Новоизмайловское;Ленинский проспект;Титул в Московском
Городская Недвижимость;https://spb.cian.ru/sale/flat/290193822/;Санкт-Петербург;sale;flat;2;9;2;61.9;7200000;Пушкинский;Славянка тер.;Шушары;
;https://spb.cian.ru/sale/flat/292788604/;Санкт-Петербург;sale;flat;2;12;2;52.7;14050399;Московский;Кубинская;;Сенат
NEXT;https://spb.cian.ru/sale/flat/271040900/;Санкт-Петербург;sale;flat;4;11;2;58.9;15970000;Выборгский;Манчестерская;Удельная;Svetlana Park
Отделстрой;https://spb.cian.ru/sale/flat/292991798/;Санкт-Петербург;sale;flat;1;12;2;56.4;14482000;Выборгский;Александра Матросова;Лесная;Новый Лесснер
Городская Недвижимость;https://spb.cian.ru/sale/flat/292274974/;Санкт-Петербург;sale;flat;9;9;2;46.0;6140000;Красногвардейский;Ленская;Ладожская;
ПИК;https://spb.cian.ru/sale/flat/292688344/;Санкт-Петербург;sale;flat;5;13;2;55.2;14567280;Выборгский;Сампсониевское;Лесная;Кантемировская 11 ЖК
КВС;https://spb.cian.ru/sale/flat/292475957/;Санкт-Петербург;sale;flat;3;9;2;47.4;8050000;Пушкинский;Ростовская;;Славянка 128
Группа Эталон;https://spb.cian.ru/sale/flat/283802967/;Санкт-Петербург;sale;flat;1;12;2;60.7;14972850;Московский;Черниговская;Московские ворота;Квартал Che
КВС;https://spb.cian.ru/sale/flat/292748198/;Санкт-Петербург;sale;flat;12;27;2;52.2;9800000;Выборгский;Валерия Гаврилина;Парнас;Северная долина
;https://spb.cian.ru/sale/flat/291731325/;Санкт-Петербург;sale;flat;2;12;2;65.08;15656296;Приморский;Юнтолово;Комендантский проспект;Modum
Active Group - Арендафон. Штаб Квартир;https://spb.cian.ru/sale/flat/290547971/;Санкт-Петербург;sale;flat;6;16;2;78.4;22000000;Приморский;Савушкина;Беговая;
Группа Эталон;https://spb.cian.ru/sale/flat/285017016/;Санкт-Петербург;sale;flat;6;18;2;53.2;15643216;Адмиралтейский;Измайловское;Московские ворота;Квартал Галактика
PRO.Flat;https://spb.cian.ru/sale/flat/288813589/;Санкт-Петербург;sale;flat;19;19;2;66.3;16699000;Московский;Парфеновская;Московские ворота;Московские ворота II
ПИК;https://spb.cian.ru/sale/flat/290849902/;Санкт-Петербург;sale;flat;2;12;2;53.8;16140000;Василеостровский;Гавань;Горный институт;Шкиперский 19 ЖК
КВС;https://spb.cian.ru/sale/flat/287794186/;Санкт-Петербург;sale;flat;2;10;2;55.1;12300000;Красносельский;Адмирала Трибуца;;More
Флагман;https://spb.cian.ru/sale/flat/292154547/;Санкт-Петербург;sale;flat;2;4;2;69.63;16170000;Курортный;Рыбацкая;Беговая;Петербургское Садовое кольцо
PRO.Flat;https://spb.cian.ru/sale/flat/284011087/;Санкт-Петербург;sale;flat;1;3;2;49.0;6500000;Колпинский;Октябрьская;Шушары;
;https://spb.cian.ru/sale/flat/283557940/;Санкт-Петербург;sale;flat;8;8;2;52.4;16244000;Адмиралтейский;Семёновский;Пушкинская;Наследие на Марата
Sever Group;https://spb.cian.ru/sale/flat/292317760/;Санкт-Петербург;sale;flat;9;25;2;69.5;14300000;Выборгский;Есенина;Озерки;
Группа Эталон;https://spb.cian.ru/sale/flat/285017877/;Санкт-Петербург;sale;flat;2;18;2;74.1;16595900;Невский;Невская застава;Елизаровская;Эталон на Неве
МетрУМ;https://spb.cian.ru/sale/flat/281662796/;Санкт-Петербург;sale;flat;7;7;2;55.8;23990000;Адмиралтейский;11-я Красноармейская;Балтийская;Болконский
;https://spb.cian.ru/sale/flat/291802130/;Санкт-Петербург;sale;flat;2;9;2;61.39;16800355;Выборгский;Светлановское;Политехническая;Панорама парк Сосновка
NF GROUP  St Petersburg;https://spb.cian.ru/sale/flat/288216721/;Санкт-Петербург;sale;flat;7;8;2;107.7;53000000;Приморский;Приморский проспект;Беговая;
;https://spb.cian.ru/sale/flat/292744041/;Санкт-Петербург;sale;flat;2;12;2;60.16;16700506;Василеостровский;Уральская;Приморская;Amber Club
Insiders;https://spb.cian.ru/sale/flat/286426504/;Санкт-Петербург;sale;flat;4;10;2;97.1;19990000;Выборгский;Курчатова;Политехническая;
Группа Эталон;https://spb.cian.ru/sale/flat/289911312/;Санкт-Петербург;sale;flat;1;10;2;59.4;17034921;Приморский;Белоостровская;Черная речка;Domino
Prime Estate;https://spb.cian.ru/sale/flat/285555008/;Санкт-Петербург;sale;flat;7;11;2;59.4;7722000;Пушкинский;проспект Старорусский;Купчино;Аэросити
ПИК;https://spb.cian.ru/sale/flat/291240204/;Санкт-Петербург;sale;flat;3;9;2;53.6;17833256;Адмиралтейский;Измайловское;Балтийская;Лермонтовский 54 ЖК
МИР КВАРТИР;https://spb.cian.ru/sale/flat/291066976/;Санкт-Петербург;sale;flat;3;8;2;80.0;38500000;Петроградский;Петровский;Чкаловская;Familia
Сенатор;https://spb.cian.ru/sale/flat/289388356/;Санкт-Петербург;sale;flat;5;12;2;46.0;18105600;Курортный;Приморское шоссе;;МФК Морская ривьера
КВС;https://spb.cian.ru/sale/flat/292860038/;Санкт-Петербург;sale;flat;1;5;2;46.5;6400000;Невский;Новоселов;Ломоносовская;
;https://spb.cian.ru/sale/flat/292788614/;Санкт-Петербург;sale;flat;3;9;2;56.33;18900348;Невский;Невская застава;Елизаровская;Астра Марин ЖК
Анастасия Писарева;https://spb.cian.ru/sale/flat/292928933/;Санкт-Петербург;sale;flat;7;7;2;52.3;21500000;Адмиралтейский;Звенигородская;Звенигородская;Артхаус
Лидер Групп;https://spb.cian.ru/sale/flat/290598348/;Санкт-Петербург;sale;flat;10;23;2;75.64;19288200;Московский;Гагаринское;Московская;Дефанс ЖК
Ампир Недвижимость;https://spb.cian.ru/sale/flat/288510150/;Санкт-Петербург;sale;flat;2;7;2;52.5;10900000;Василеостровский;18-я Васильевского острова линия;Горный институт;
;https://spb.cian.ru/sale/flat/288202696/;Санкт-Петербург;sale;flat;1;9;2;62.0;19840000;Петроградский;Петровский;Крестовский остров;The One
Риэлторские Услуги;https://spb.cian.ru/sale/flat/289835437/;Санкт-Петербург;sale;flat;5;5;2;45.1;5490000;Красногвардейский;Стасовой;Ладожская;
;https://spb.cian.ru/sale/flat/288690992/;Санкт-Петербург;sale;flat;4;5;2;39.92;20478960;Василеостровский;;Горный институт;Imperial Club ЖК
Вам к нам;https://spb.cian.ru/sale/flat/291902470/;Санкт-Петербург;sale;flat;10;12;2;51.6;9300000;Московский;Варшавская;Московская;
LEGENDA Intelligent Development;https://spb.cian.ru/sale/flat/283760560/;Санкт-Петербург;sale;flat;2;9;2;68.39;20609734;Красногвардейский;Малая Охта;Новочеркасская;Малоохтинский 68 ЖК
Лига Недвижимости;https://spb.cian.ru/sale/flat/292771943/;Санкт-Петербург;sale;flat;2;3;2;72.7;12300000;Адмиралтейский;Сенной;Садовая;
Базис;https://spb.cian.ru/sale/flat/291806227/;Санкт-Петербург;sale;flat;9;12;2;62.4;20856000;Приморский;Белоостровская;Лесная;Белый остров
АВРОРА;https://spb.cian.ru/sale/flat/292761397/;Санкт-Петербург;sale;flat;2;9;2;49.0;7100000;Калининский;Прометей;Гражданский проспект;
Группа Эталон;https://spb.cian.ru/sale/flat/288663247/;Санкт-Петербург;sale;flat;9;11;2;68.2;21691692;Центральный;Кременчугская;;Царская столица
KARTES;https://spb.cian.ru/sale/flat/291885677/;Санкт-Петербург;sale;flat;6;7;2;47.3;10500000;Красногвардейский;Стахановцев;Новочеркасская;
Балтийская коммерция;https://spb.cian.ru/sale/flat/258156183/;Санкт-Петербург;sale;flat;2;9;2;67.67;22317566;Петроградский;Посадский;Петроградская;Мануфактура James Beck
4ROOMS;https://spb.cian.ru/sale/flat/292655956/;Санкт-Петербург;sale;flat;11;15;2;55.6;13500000;Невский;Невский;;Pulse на набережной
